,Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
0,1,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,310,470,310,16 Jan 2018
1,2,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,548,549,549,15 Jan 2018
2,3,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,330,417,330,14 Jan 2018
3,4,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,534,534,534,12 Jan 2018
4,5,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,330,389,330,11 Jan 2018
5,6,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,426,426,426,10 Jan 2018
6,7,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,330,521,330,09 Jan 2018
7,8,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,330,500,330,08 Jan 2018
8,9,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,390,550,390,07 Jan 2018
9,10,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,310,422,310,06 Jan 2018
10,11,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,370,418,370,05 Jan 2018
11,12,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,460,603,460,04 Jan 2018
12,13,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,310,542,310,03 Jan 2018
13,14,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,350,531,350,02 Jan 2018
14,15,Kangra,Palampur,Indian Colza(Sarson),Other,FAQ,1500,1700,1500,15 Jan 2018
15,16,Kangra,Palampur,Indian Colza(Sarson),Other,FAQ,1000,1000,1000,10 Jan 2018
16,17,Kangra,Palampur,Indian Colza(Sarson),Other,FAQ,1000,1000,1000,08 Jan 2018
17,18,Kangra,Palampur,Indian Colza(Sarson),Other,FAQ,1000,1000,1000,05 Jan 2018
18,19,Kangra,Palampur,Indian Colza(Sarson),Other,FAQ,1000,1000,1000,02 Jan 2018
19,20,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,800,1000,1000,16 Jan 2018
20,21,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,800,1000,1000,15 Jan 2018
21,22,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,800,1000,1000,14 Jan 2018
22,23,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,800,1000,1000,13 Jan 2018
23,24,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,800,900,900,12 Jan 2018
24,25,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,800,1000,900,11 Jan 2018
25,26,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,800,1000,900,10 Jan 2018
26,27,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,800,1000,900,09 Jan 2018
27,28,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,700,900,800,08 Jan 2018
28,29,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,700,900,800,07 Jan 2018
29,30,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,700,900,800,06 Jan 2018
30,31,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,800,1000,1000,04 Jan 2018
31,32,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,800,1000,1000,03 Jan 2018
32,33,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,800,1000,900,01 Jan 2018
33,34,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,800,1200,1000,16 Jan 2018
34,35,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,800,1000,1000,15 Jan 2018
35,36,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,800,1200,1000,14 Jan 2018
36,37,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,800,1000,1000,13 Jan 2018
37,38,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,800,1000,1000,12 Jan 2018
38,39,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,800,1000,1000,11 Jan 2018
39,40,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,800,1000,900,08 Jan 2018
40,41,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,800,1000,900,07 Jan 2018
41,42,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,800,1000,900,06 Jan 2018
42,43,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,700,900,800,05 Jan 2018
43,44,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,800,1000,900,04 Jan 2018
44,45,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,800,1000,1000,03 Jan 2018
45,46,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,800,1000,900,02 Jan 2018
46,47,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,800,1000,900,01 Jan 2018
47,48,kapurthala,Bhulath,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,500,400,16 Jan 2018
48,49,kapurthala,Bhulath,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,300,400,400,15 Jan 2018
49,50,kapurthala,Bhulath,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,300,400,400,14 Jan 2018
50,1,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,550,550,550,01 Feb 2018
51,2,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,525,525,525,31 Jan 2018
52,3,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,410,557,410,30 Jan 2018
53,4,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,396,396,396,29 Jan 2018
54,5,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,490,665,490,27 Jan 2018
55,6,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,390,433,390,26 Jan 2018
56,7,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,450,534,450,25 Jan 2018
57,8,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,450,450,450,24 Jan 2018
58,9,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,390,405,390,23 Jan 2018
59,10,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,533,533,533,22 Jan 2018
60,11,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,414,490,490,21 Jan 2018
61,12,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,410,420,420,20 Jan 2018
62,13,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,360,445,445,19 Jan 2018
63,14,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,360,462,360,18 Jan 2018
64,15,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,360,590,360,17 Jan 2018
65,16,Kangra,Palampur,Indian Colza(Sarson),Other,FAQ,1000,1000,1000,01 Feb 2018
66,17,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,500,700,600,29 Jan 2018
67,18,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,700,900,800,22 Jan 2018
68,19,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,800,1000,900,17 Jan 2018
69,20,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,500,800,700,01 Feb 2018
70,21,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,600,800,700,31 Jan 2018
71,22,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,800,1000,900,30 Jan 2018
72,23,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,500,700,600,29 Jan 2018
73,24,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,600,900,700,28 Jan 2018
74,25,kapurthala,Bhulath,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,500,600,600,01 Feb 2018
75,26,kapurthala,Bhulath,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,600,600,30 Jan 2018
76,27,kapurthala,Bhulath,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,500,500,29 Jan 2018
77,28,kapurthala,Bhulath,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,200,300,300,28 Jan 2018
78,29,kapurthala,Bhulath,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,200,400,300,27 Jan 2018
79,30,kapurthala,Bhulath,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,300,400,300,25 Jan 2018
80,31,kapurthala,Bhulath,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,200,300,300,24 Jan 2018
81,32,kapurthala,Bhulath,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,200,300,300,22 Jan 2018
82,33,kapurthala,Bhulath,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,200,400,300,21 Jan 2018
83,34,kapurthala,Bhulath,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,300,400,400,19 Jan 2018
84,35,kapurthala,Bhulath,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,300,400,300,17 Jan 2018
85,36,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,300,500,400,31 Jan 2018
86,37,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,300,500,400,30 Jan 2018
87,38,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,300,500,400,29 Jan 2018
88,39,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,300,500,400,28 Jan 2018
89,40,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,300,500,400,27 Jan 2018
90,41,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,300,500,400,26 Jan 2018
91,42,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,300,500,400,25 Jan 2018
92,43,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,300,500,400,24 Jan 2018
93,44,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,300,500,400,23 Jan 2018
94,45,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,200,400,300,22 Jan 2018
95,46,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,500,700,600,21 Jan 2018
96,47,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,600,500,20 Jan 2018
97,48,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,500,700,600,19 Jan 2018
98,49,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,600,500,18 Jan 2018
99,50,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,600,500,17 Jan 2018
100,1,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,430,450,430,17 Feb 2018
101,2,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,450,450,450,16 Feb 2018
102,3,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,450,470,450,15 Feb 2018
103,4,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,390,550,390,13 Feb 2018
104,5,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,450,450,450,12 Feb 2018
105,6,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,350,550,350,11 Feb 2018
106,7,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,370,600,370,10 Feb 2018
107,8,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,500,500,500,09 Feb 2018
108,9,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,350,425,350,08 Feb 2018
109,10,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,450,450,450,07 Feb 2018
110,11,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,360,500,360,06 Feb 2018
111,12,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,475,475,475,05 Feb 2018
112,13,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,440,500,440,04 Feb 2018
113,14,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,440,550,440,03 Feb 2018
114,15,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,500,500,500,02 Feb 2018
115,16,Kangra,Palampur,Indian Colza(Sarson),Other,FAQ,1700,1700,1700,08 Feb 2018
116,17,Kangra,Palampur,Indian Colza(Sarson),Other,FAQ,1000,1000,1000,05 Feb 2018
117,18,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,700,900,800,12 Feb 2018
118,19,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,700,900,800,11 Feb 2018
119,20,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,700,900,800,10 Feb 2018
120,21,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,800,1000,900,09 Feb 2018
121,22,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,500,800,600,15 Feb 2018
122,23,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,700,900,800,12 Feb 2018
123,24,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,700,900,800,11 Feb 2018
124,25,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,500,900,600,10 Feb 2018
125,26,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,700,900,800,09 Feb 2018
126,27,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,800,1000,900,08 Feb 2018
127,28,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,800,1000,900,07 Feb 2018
128,29,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,800,1000,900,06 Feb 2018
129,30,kapurthala,Bhulath,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,500,500,500,08 Feb 2018
130,31,kapurthala,Bhulath,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,500,500,500,05 Feb 2018
131,32,kapurthala,Bhulath,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,300,500,500,04 Feb 2018
132,33,kapurthala,Bhulath,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,500,600,600,02 Feb 2018
133,34,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,500,700,600,17 Feb 2018
134,35,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,600,500,16 Feb 2018
135,36,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,600,500,15 Feb 2018
136,37,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,300,500,400,14 Feb 2018
137,38,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,600,500,13 Feb 2018
138,39,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,500,700,600,12 Feb 2018
139,40,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,700,600,11 Feb 2018
140,41,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,600,500,10 Feb 2018
141,42,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,600,500,09 Feb 2018
142,43,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,600,500,08 Feb 2018
143,44,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,300,500,400,07 Feb 2018
144,45,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,300,500,400,06 Feb 2018
145,46,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,600,500,05 Feb 2018
146,47,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,300,500,400,04 Feb 2018
147,48,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,300,500,400,03 Feb 2018
148,49,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,300,500,400,02 Feb 2018
149,50,Muktsar,Giddarbaha,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,400,400,16 Feb 2018
150,1,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,450,450,450,05 Mar 2018
151,2,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,425,425,425,04 Mar 2018
152,3,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,450,450,450,03 Mar 2018
153,4,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,450,450,450,01 Mar 2018
154,5,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,370,450,370,28 Feb 2018
155,6,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,480,500,480,27 Feb 2018
156,7,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,425,430,430,26 Feb 2018
157,8,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,450,450,450,24 Feb 2018
158,9,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,450,400,23 Feb 2018
159,10,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,390,440,390,22 Feb 2018
160,11,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,410,430,410,21 Feb 2018
161,12,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,450,450,450,20 Feb 2018
162,13,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,400,400,19 Feb 2018
163,14,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,500,500,500,18 Feb 2018
164,15,Mahendragarh-Narnaul,Narnaul,Indian Colza(Sarson),Other,FAQ,3300,3300,3300,05 Mar 2018
165,16,Kangra,Palampur,Indian Colza(Sarson),Other,FAQ,1000,1500,1200,23 Feb 2018
166,17,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,800,1000,900,28 Feb 2018
167,18,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,800,1000,900,27 Feb 2018
168,19,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,800,1000,900,23 Feb 2018
169,20,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,800,1000,900,28 Feb 2018
170,21,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,800,1000,900,27 Feb 2018
171,22,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,800,1000,900,21 Feb 2018
172,23,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,800,1000,900,20 Feb 2018
173,24,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,800,1000,900,19 Feb 2018
174,25,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,500,700,600,27 Feb 2018
175,26,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,500,700,600,26 Feb 2018
176,27,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,300,500,400,25 Feb 2018
177,28,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,300,500,400,24 Feb 2018
178,29,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,500,700,600,23 Feb 2018
179,30,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,600,500,22 Feb 2018
180,31,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,600,500,21 Feb 2018
181,32,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,600,500,20 Feb 2018
182,33,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,600,500,19 Feb 2018
183,34,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,500,700,600,18 Feb 2018
184,35,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,600,500,16 Feb 2018
185,36,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,600,500,15 Feb 2018
186,37,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,300,500,400,14 Feb 2018
187,38,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,600,500,13 Feb 2018
188,39,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,500,700,600,12 Feb 2018
189,40,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,700,600,11 Feb 2018
190,41,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,600,500,10 Feb 2018
191,42,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,600,500,09 Feb 2018
192,43,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,600,500,08 Feb 2018
193,44,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,300,500,400,07 Feb 2018
194,45,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,300,500,400,06 Feb 2018
195,46,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,600,500,05 Feb 2018
196,47,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,300,500,400,04 Feb 2018
197,48,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,300,500,400,03 Feb 2018
198,49,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,300,500,400,02 Feb 2018
199,50,Muktsar,Giddarbaha,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,400,400,16 Feb 2018
200,1,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,450,450,450,21 Mar 2018
201,2,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,400,400,400,20 Mar 2018
202,3,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,500,500,500,19 Mar 2018
203,4,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,450,450,450,18 Mar 2018
204,5,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,450,450,450,17 Mar 2018
205,6,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,490,490,490,16 Mar 2018
206,7,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,510,510,510,15 Mar 2018
207,8,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,480,480,480,14 Mar 2018
208,9,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,500,500,500,13 Mar 2018
209,10,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,500,500,500,11 Mar 2018
210,11,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,450,450,450,10 Mar 2018
211,12,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,500,500,500,09 Mar 2018
212,13,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,500,500,500,08 Mar 2018
213,14,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,450,450,450,07 Mar 2018
214,15,Yamuna Nagar,Chhachrauli,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,450,500,450,06 Mar 2018
215,16,Mahendragarh-Narnaul,Narnaul,Indian Colza(Sarson),Other,FAQ,3210,3210,3210,08 Mar 2018
216,17,Mahendragarh-Narnaul,Narnaul,Indian Colza(Sarson),Other,FAQ,3400,3400,3400,07 Mar 2018
217,18,Mahendragarh-Narnaul,Narnaul,Indian Colza(Sarson),Other,FAQ,3550,3550,3550,06 Mar 2018
218,19,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,800,1000,900,11 Mar 2018
219,20,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,800,1000,900,09 Mar 2018
220,21,Mohali,Banur,Indian Colza(Sarson),Other,FAQ,800,1000,900,07 Mar 2018
221,22,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,800,1000,900,10 Mar 2018
222,23,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,800,1000,900,09 Mar 2018
223,24,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,800,1000,900,07 Mar 2018
224,25,Mohali,Banur (Kheragaju),Indian Colza(Sarson),Indian Colza(Sarson),FAQ,800,1000,900,06 Mar 2018
225,26,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,500,700,600,21 Mar 2018
226,27,Barnala,Dhanaula,Indian Colza(Sarson),Indian Colza(Sarson),FAQ,500,700,600,20 Mar 2018
